limitname,max_value,remaining_value,eventdate
DailyBulkApiBatches,15000,2670,2021-07-04 03:14:16
DailyBulkApiBatches,15000,2670,2021-07-04 04:13:32
DailyBulkApiBatches,15000,3278,2021-07-04 05:13:42
DailyBulkApiBatches,15000,3204,2021-07-04 06:13:40
DailyBulkApiBatches,15000,3224,2021-07-04 07:13:54
DailyBulkApiBatches,15000,3218,2021-07-04 08:14:13
DailyBulkApiBatches,15000,3232,2021-07-04 09:14:11
DailyBulkApiBatches,15000,3221,2021-07-04 10:13:12
DailyBulkApiBatches,15000,3213,2021-07-04 11:11:30
DailyBulkApiBatches,15000,3242,2021-07-04 12:11:06
DailyBulkApiBatches,15000,2704,2021-07-04 13:11:26
DailyBulkApiBatches,15000,2680,2021-07-04 14:14:01
DailyBulkApiBatches,15000,2685,2021-07-04 15:14:07
DailyBulkApiBatches,15000,2684,2021-07-04 16:13:30
DailyBulkApiBatches,15000,2672,2021-07-04 17:14:02
DailyBulkApiBatches,15000,2683,2021-07-04 18:14:01
DailyBulkApiBatches,15000,2629,2021-07-04 19:14:06
DailyBulkApiBatches,15000,2557,2021-07-04 20:13:47
DailyBulkApiBatches,15000,2461,2021-07-04 21:14:17
DailyBulkApiBatches,15000,2452,2021-07-04 22:14:09
DailyBulkApiBatches,15000,2475,2021-07-04 23:12:52
DailyBulkApiBatches,15000,2456,2021-07-05 00:15:27
DailyBulkApiBatches,15000,2484,2021-07-05 01:12:02
DailyBulkApiBatches,15000,2457,2021-07-05 02:14:49
DailyBulkApiBatches,15000,2464,2021-07-05 03:14:42
DailyBulkApiBatches,15000,2453,2021-07-05 04:14:29
DailyBulkApiBatches,15000,2456,2021-07-05 05:13:45
DailyBulkApiBatches,15000,2464,2021-07-05 06:13:32
DailyBulkApiBatches,15000,2455,2021-07-05 07:14:01
DailyBulkApiBatches,15000,2464,2021-07-05 08:13:45
DailyBulkApiBatches,15000,2468,2021-07-05 09:14:05
DailyBulkApiBatches,15000,2467,2021-07-05 10:13:12
DailyBulkApiBatches,15000,2483,2021-07-05 11:11:07
DailyBulkApiBatches,15000,2477,2021-07-05 12:12:01
DailyBulkApiBatches,15000,2465,2021-07-05 13:13:17
DailyBulkApiBatches,15000,2471,2021-07-05 14:13:16
DailyBulkApiBatches,15000,2471,2021-07-05 15:13:21
DailyBulkApiBatches,15000,2464,2021-07-05 16:14:08
DailyBulkApiBatches,15000,2472,2021-07-05 17:12:48
DailyBulkApiBatches,15000,2450,2021-07-05 18:14:18
DailyBulkApiBatches,15000,2306,2021-07-05 19:31:43
DailyBulkApiBatches,15000,2467,2021-07-05 20:13:19
DailyBulkApiBatches,15000,2468,2021-07-05 21:13:03
DailyBulkApiBatches,15000,2500,2021-07-05 22:12:51
DailyBulkApiBatches,15000,2486,2021-07-05 23:14:06
DailyBulkApiBatches,15000,2509,2021-07-06 00:12:23
DailyBulkApiBatches,15000,2484,2021-07-06 01:14:25
DailyBulkApiBatches,15000,2542,2021-07-06 02:14:49
DailyBulkApiBatches,15000,2592,2021-07-06 03:14:15
DailyBulkApiBatches,15000,2651,2021-07-06 04:14:59
DailyBulkApiBatches,15000,2752,2021-07-06 05:13:40
DailyBulkApiBatches,15000,2784,2021-07-06 06:14:07
DailyBulkApiBatches,15000,2847,2021-07-06 07:13:29
DailyBulkApiBatches,15000,2892,2021-07-06 08:13:38
DailyBulkApiBatches,15000,2959,2021-07-06 09:14:24
DailyBulkApiBatches,15000,3010,2021-07-06 10:14:40
DailyBulkApiBatches,15000,3079,2021-07-06 11:13:34
DailyBulkApiBatches,15000,3150,2021-07-06 12:13:25
DailyBulkApiBatches,15000,3205,2021-07-06 13:13:28
DailyBulkApiBatches,15000,3254,2021-07-06 14:14:32
DailyBulkApiBatches,15000,3323,2021-07-06 15:14:19
DailyBulkApiBatches,15000,3389,2021-07-06 16:13:35
DailyBulkApiBatches,15000,3453,2021-07-06 17:12:14
DailyBulkApiBatches,15000,3499,2021-07-06 18:14:29
DailyBulkApiBatches,15000,3569,2021-07-06 19:14:28
DailyBulkApiBatches,15000,3616,2021-07-06 20:14:01
DailyBulkApiBatches,15000,3658,2021-07-06 21:12:50
DailyBulkApiBatches,15000,3705,2021-07-06 22:14:42
DailyBulkApiBatches,15000,3770,2021-07-06 23:13:41
DailyBulkApiBatches,15000,3816,2021-07-07 00:16:06
DailyBulkApiBatches,15000,3899,2021-07-07 01:13:39
DailyBulkApiBatches,15000,3963,2021-07-07 02:13:50
DailyBulkApiBatches,15000,4028,2021-07-07 03:13:45
DailyBulkApiBatches,15000,4068,2021-07-07 04:14:34
DailyBulkApiBatches,15000,4145,2021-07-07 05:14:28
DailyBulkApiBatches,15000,4211,2021-07-07 06:13:59
DailyBulkApiBatches,15000,4275,2021-07-07 07:14:36
DailyBulkApiBatches,15000,4323,2021-07-07 08:14:26
DailyBulkApiBatches,15000,4390,2021-07-07 09:14:29
DailyBulkApiBatches,15000,4445,2021-07-07 10:13:54
DailyBulkApiBatches,15000,4501,2021-07-07 11:14:33
DailyBulkApiBatches,15000,4557,2021-07-07 12:14:53
DailyBulkApiBatches,15000,4649,2021-07-07 13:14:11
DailyBulkApiBatches,15000,4717,2021-07-07 14:14:00
DailyBulkApiBatches,15000,4794,2021-07-07 15:12:51
DailyBulkApiBatches,15000,4843,2021-07-07 16:13:28
DailyBulkApiBatches,15000,4909,2021-07-07 17:14:10
DailyBulkApiBatches,15000,4970,2021-07-07 18:12:48
DailyBulkApiBatches,15000,5034,2021-07-07 19:13:00
DailyBulkApiBatches,15000,5083,2021-07-07 20:14:00
DailyBulkApiBatches,15000,5146,2021-07-07 21:13:48
DailyBulkApiBatches,15000,5203,2021-07-07 22:13:36
DailyBulkApiBatches,15000,5258,2021-07-07 23:14:38
DailyBulkApiBatches,15000,5269,2021-07-08 00:16:19
DailyBulkApiBatches,15000,5275,2021-07-08 01:13:52
DailyBulkApiBatches,15000,5268,2021-07-08 02:14:32
DailyBulkApiBatches,15000,5310,2021-07-08 03:14:45
DailyBulkApiBatches,15000,5368,2021-07-08 04:11:49
DailyBulkApiBatches,15000,5396,2021-07-08 05:14:20
DailyBulkApiBatches,15000,5429,2021-07-08 06:14:22
DailyBulkApiBatches,15000,5472,2021-07-08 07:12:54
DailyBulkApiBatches,15000,5500,2021-07-08 08:14:59
DailyBulkApiBatches,15000,5545,2021-07-08 09:14:21
DailyBulkApiBatches,15000,5577,2021-07-08 10:12:51
DailyBulkApiBatches,15000,5619,2021-07-08 11:12:11
DailyBulkApiBatches,15000,5661,2021-07-08 12:12:22
DailyBulkApiBatches,15000,5647,2021-07-08 13:14:16
DailyBulkApiBatches,15000,5683,2021-07-08 14:13:10
DailyBulkApiBatches,15000,5715,2021-07-08 15:14:33
DailyBulkApiBatches,15000,5769,2021-07-08 16:12:02
DailyBulkApiBatches,15000,5789,2021-07-08 17:13:32
DailyBulkApiBatches,15000,5819,2021-07-08 18:15:05
DailyBulkApiBatches,15000,5862,2021-07-08 19:14:23
DailyBulkApiBatches,15000,5899,2021-07-08 20:14:22
DailyBulkApiBatches,15000,5947,2021-07-08 21:12:29
DailyBulkApiBatches,15000,5964,2021-07-08 22:14:35
DailyBulkApiBatches,15000,6007,2021-07-08 23:13:26
DailyBulkApiBatches,15000,6028,2021-07-09 00:16:40
DailyBulkApiBatches,15000,6110,2021-07-09 01:13:13
DailyBulkApiBatches,15000,6122,2021-07-09 02:14:13
DailyBulkApiBatches,15000,6164,2021-07-09 03:11:57
DailyBulkApiBatches,15000,6164,2021-07-09 04:14:33
DailyBulkApiBatches,15000,6191,2021-07-09 05:14:40
DailyBulkApiBatches,15000,6214,2021-07-09 06:14:34
DailyBulkApiBatches,15000,6242,2021-07-09 07:13:58
DailyBulkApiBatches,15000,6262,2021-07-09 08:14:14
DailyBulkApiBatches,15000,6288,2021-07-09 09:14:12
DailyBulkApiBatches,15000,6310,2021-07-09 10:15:12
DailyBulkApiBatches,15000,6333,2021-07-09 11:14:31
DailyBulkApiBatches,15000,6360,2021-07-09 12:14:23
DailyBulkApiBatches,15000,6385,2021-07-09 13:14:18
DailyBulkApiBatches,15000,6432,2021-07-09 14:11:36
DailyBulkApiBatches,15000,6428,2021-07-09 15:14:05
DailyBulkApiBatches,15000,6472,2021-07-09 16:12:38
DailyBulkApiBatches,15000,6483,2021-07-09 17:14:18
DailyBulkApiBatches,15000,6513,2021-07-09 18:13:57
DailyBulkApiBatches,15000,6541,2021-07-09 19:13:51
DailyBulkApiBatches,15000,6544,2021-07-09 20:14:28
DailyBulkApiBatches,15000,6587,2021-07-09 21:13:24
DailyBulkApiBatches,15000,6620,2021-07-09 22:11:54
DailyBulkApiBatches,15000,6721,2021-07-09 23:12:58
DailyBulkApiBatches,15000,6644,2021-07-10 00:16:40
DailyBulkApiBatches,15000,6648,2021-07-10 01:12:33
DailyBulkApiBatches,15000,6635,2021-07-10 02:13:34
DailyBulkApiBatches,15000,6643,2021-07-10 14:13:44
DailyBulkApiBatches,15000,6631,2021-07-10 15:14:09
DailyBulkApiBatches,15000,6640,2021-07-10 16:13:44
DailyBulkApiBatches,15000,6654,2021-07-10 17:12:15
DailyBulkApiBatches,15000,6678,2021-07-10 18:13:13
DailyBulkApiBatches,15000,6685,2021-07-10 19:12:53
DailyBulkApiBatches,15000,6636,2021-07-10 20:14:16
DailyBulkApiBatches,15000,6665,2021-07-10 21:11:21
DailyBulkApiBatches,15000,6577,2021-07-10 22:13:02
DailyBulkApiBatches,15000,6630,2021-07-11 00:15:58
DailyBulkApiBatches,15000,6630,2021-07-11 01:14:14
DailyBulkApiBatches,15000,6616,2021-07-11 02:14:46
DailyBulkApiBatches,15000,6559,2021-07-11 03:14:30
DailyBulkApiBatches,15000,6502,2021-07-11 04:14:05
DailyBulkApiBatches,15000,6473,2021-07-11 05:14:31
DailyBulkApiBatches,15000,6380,2021-07-11 06:14:45
DailyBulkApiBatches,15000,6297,2021-07-11 07:14:18
DailyBulkApiBatches,15000,6272,2021-07-11 08:13:29
DailyBulkApiBatches,15000,6173,2021-07-11 09:14:07
DailyBulkApiBatches,15000,6136,2021-07-11 10:13:36
DailyBulkApiBatches,15000,6088,2021-07-11 11:13:02
DailyBulkApiBatches,15000,6012,2021-07-11 12:13:24
DailyBulkApiBatches,15000,5973,2021-07-11 13:12:11
DailyBulkApiBatches,15000,5882,2021-07-11 14:14:23
DailyBulkApiBatches,15000,5845,2021-07-11 15:13:20
DailyBulkApiBatches,15000,5756,2021-07-11 16:13:37
DailyBulkApiBatches,15000,5715,2021-07-11 17:13:49
DailyBulkApiBatches,15000,5668,2021-07-11 18:13:25
DailyBulkApiBatches,15000,5613,2021-07-11 19:12:12
DailyBulkApiBatches,15000,5483,2021-07-11 21:13:01
DailyBulkApiBatches,15000,5403,2021-07-11 22:13:47
DailyBulkApiBatches,15000,5368,2021-07-11 23:13:31
DailyBulkApiBatches,15000,5313,2021-07-12 00:12:28
DailyBulkApiBatches,15000,5242,2021-07-12 01:13:39
DailyBulkApiBatches,15000,5260,2021-07-12 02:14:56
DailyBulkApiBatches,15000,5332,2021-07-12 03:13:49
DailyBulkApiBatches,15000,5416,2021-07-12 04:11:47
DailyBulkApiBatches,15000,5469,2021-07-12 05:12:03
DailyBulkApiBatches,15000,5515,2021-07-12 06:14:15
DailyBulkApiBatches,15000,5576,2021-07-12 07:14:05
DailyBulkApiBatches,15000,5667,2021-07-12 08:14:15
DailyBulkApiBatches,15000,5737,2021-07-12 09:13:28
DailyBulkApiBatches,15000,5793,2021-07-12 10:13:13
DailyBulkApiBatches,15000,5865,2021-07-12 11:11:52
DailyBulkApiBatches,15000,5901,2021-07-12 12:14:29
DailyBulkApiBatches,15000,5967,2021-07-12 13:14:16
DailyBulkApiBatches,15000,6036,2021-07-12 14:13:00
DailyBulkApiBatches,15000,6128,2021-07-12 15:12:58
DailyBulkApiBatches,15000,6181,2021-07-12 16:14:09
DailyBulkApiBatches,15000,6253,2021-07-12 17:13:48
DailyBulkApiBatches,15000,6306,2021-07-12 18:13:51
DailyBulkApiBatches,15000,6360,2021-07-12 19:14:16
DailyBulkApiBatches,15000,6435,2021-07-12 20:12:33
DailyBulkApiBatches,15000,6487,2021-07-12 21:13:20
DailyBulkApiBatches,15000,6553,2021-07-12 22:11:48
DailyBulkApiBatches,15000,6611,2021-07-12 23:13:06
DailyBulkApiBatches,15000,6651,2021-07-13 00:16:28
DailyBulkApiBatches,15000,6707,2021-07-13 01:13:50
DailyBulkApiBatches,15000,6704,2021-07-13 02:14:20
DailyBulkApiBatches,15000,6690,2021-07-13 03:14:25
DailyBulkApiBatches,15000,6690,2021-07-13 04:14:53
DailyBulkApiBatches,15000,6693,2021-07-13 05:13:49
DailyBulkApiBatches,15000,6703,2021-07-13 06:13:25
DailyBulkApiBatches,15000,6665,2021-07-13 07:14:03
DailyBulkApiBatches,15000,6677,2021-07-13 08:12:39
DailyBulkApiBatches,15000,6662,2021-07-13 09:14:57
DailyBulkApiBatches,15000,6666,2021-07-13 10:13:39
DailyBulkApiBatches,15000,6658,2021-07-13 11:14:12
DailyBulkApiBatches,15000,6670,2021-07-13 12:13:47
DailyBulkApiBatches,15000,6665,2021-07-13 13:14:09
DailyBulkApiBatches,15000,6650,2021-07-13 14:12:50
DailyBulkApiBatches,15000,6646,2021-07-13 15:13:11
DailyBulkApiBatches,15000,6638,2021-07-13 16:13:47
DailyBulkApiBatches,15000,6640,2021-07-13 17:13:23
DailyBulkApiBatches,15000,6650,2021-07-13 18:12:04
DailyBulkApiBatches,15000,6648,2021-07-13 19:12:29
DailyBulkApiBatches,15000,6637,2021-07-13 20:14:06
DailyBulkApiBatches,15000,6641,2021-07-13 21:14:04
DailyBulkApiBatches,15000,6642,2021-07-13 22:13:35
DailyBulkApiBatches,15000,6638,2021-07-13 23:13:57
DailyBulkApiBatches,15000,6631,2021-07-14 00:16:04
DailyBulkApiBatches,15000,6647,2021-07-14 01:12:17
DailyBulkApiBatches,15000,6647,2021-07-14 02:12:14
DailyBulkApiBatches,15000,6706,2021-07-14 03:13:32
DailyBulkApiBatches,15000,6757,2021-07-14 04:14:14
DailyBulkApiBatches,15000,6827,2021-07-14 05:13:15
DailyBulkApiBatches,15000,6882,2021-07-14 06:14:02
DailyBulkApiBatches,15000,6942,2021-07-14 07:13:42
DailyBulkApiBatches,15000,6994,2021-07-14 08:14:43
DailyBulkApiBatches,15000,7055,2021-07-14 09:14:07
DailyBulkApiBatches,15000,7113,2021-07-14 10:13:58
DailyBulkApiBatches,15000,7172,2021-07-14 11:14:38
DailyBulkApiBatches,15000,7232,2021-07-14 12:15:23
DailyBulkApiBatches,15000,7297,2021-07-14 13:13:00
DailyBulkApiBatches,15000,7346,2021-07-14 14:13:31
DailyBulkApiBatches,15000,7437,2021-07-14 15:13:42
DailyBulkApiBatches,15000,7493,2021-07-14 16:14:22
DailyBulkApiBatches,15000,7558,2021-07-14 17:13:41
DailyBulkApiBatches,15000,7613,2021-07-14 18:14:51
DailyBulkApiBatches,15000,7679,2021-07-14 19:13:27
DailyBulkApiBatches,15000,7748,2021-07-14 20:11:49
DailyBulkApiBatches,15000,7795,2021-07-14 21:13:20
DailyBulkApiBatches,15000,7853,2021-07-14 22:14:15
DailyBulkApiBatches,15000,7914,2021-07-14 23:14:24
DailyBulkApiBatches,15000,7972,2021-07-15 00:15:47
DailyBulkApiBatches,15000,7919,2021-07-15 01:13:23
DailyBulkApiBatches,15000,7676,2021-07-15 02:14:12
DailyBulkApiBatches,15000,7436,2021-07-15 03:15:02
DailyBulkApiBatches,15000,7202,2021-07-15 04:14:03
DailyBulkApiBatches,15000,6953,2021-07-15 05:13:48
DailyBulkApiBatches,15000,6744,2021-07-15 06:12:26
DailyBulkApiBatches,15000,6489,2021-07-15 07:13:44
DailyBulkApiBatches,15000,6261,2021-07-15 08:12:21
DailyBulkApiBatches,15000,6016,2021-07-15 09:12:24
DailyBulkApiBatches,15000,5768,2021-07-15 10:13:26
DailyBulkApiBatches,15000,5533,2021-07-15 11:13:12
DailyBulkApiBatches,15000,5270,2021-07-15 12:15:20
DailyBulkApiBatches,15000,5056,2021-07-15 13:13:14
DailyBulkApiBatches,15000,4988,2021-07-15 14:14:19
DailyBulkApiBatches,15000,4972,2021-07-15 15:13:25
DailyBulkApiBatches,15000,4969,2021-07-15 16:14:29
DailyBulkApiBatches,15000,4966,2021-07-15 17:14:45
DailyBulkApiBatches,15000,4965,2021-07-15 18:15:02
DailyBulkApiBatches,15000,4978,2021-07-15 19:13:39
DailyBulkApiBatches,15000,4968,2021-07-15 20:14:28
DailyBulkApiBatches,15000,4965,2021-07-15 21:14:28
DailyBulkApiBatches,15000,4972,2021-07-15 22:12:59
DailyBulkApiBatches,15000,4966,2021-07-15 23:14:26
DailyBulkApiBatches,15000,5039,2021-07-16 00:16:02
DailyBulkApiBatches,15000,5290,2021-07-16 01:13:22
DailyBulkApiBatches,15000,5522,2021-07-16 02:12:43
DailyBulkApiBatches,15000,5743,2021-07-16 03:13:41
DailyBulkApiBatches,15000,5970,2021-07-16 04:14:23
DailyBulkApiBatches,15000,6204,2021-07-16 05:13:27
DailyBulkApiBatches,15000,6431,2021-07-16 06:13:58
DailyBulkApiBatches,15000,6651,2021-07-16 07:13:50
DailyBulkApiBatches,15000,6885,2021-07-16 08:14:34
DailyBulkApiBatches,15000,7121,2021-07-16 09:13:26
DailyBulkApiBatches,15000,7341,2021-07-16 10:13:30
DailyBulkApiBatches,15000,7564,2021-07-16 11:13:58
DailyBulkApiBatches,15000,7805,2021-07-16 12:11:51
DailyBulkApiBatches,15000,7870,2021-07-16 13:13:42
DailyBulkApiBatches,15000,7845,2021-07-16 14:13:56
DailyBulkApiBatches,15000,7823,2021-07-16 15:13:37
DailyBulkApiBatches,15000,7819,2021-07-16 16:11:48
DailyBulkApiBatches,15000,7775,2021-07-16 17:14:17
DailyBulkApiBatches,15000,7749,2021-07-16 18:13:44
DailyBulkApiBatches,15000,7723,2021-07-16 19:14:36
DailyBulkApiBatches,15000,7690,2021-07-16 20:14:12
DailyBulkApiBatches,15000,7645,2021-07-16 21:13:57
DailyBulkApiBatches,15000,7603,2021-07-16 22:13:38
DailyBulkApiBatches,15000,7553,2021-07-16 23:13:31
DailyBulkApiBatches,15000,7493,2021-07-17 00:16:00
DailyBulkApiBatches,15000,7459,2021-07-17 01:13:33
DailyBulkApiBatches,15000,7427,2021-07-17 02:13:41
DailyBulkApiBatches,15000,7396,2021-07-17 03:11:31
DailyBulkApiBatches,15000,7337,2021-07-17 04:12:36
DailyBulkApiBatches,15000,7275,2021-07-17 05:13:44
DailyBulkApiBatches,15000,7240,2021-07-17 06:12:21
DailyBulkApiBatches,15000,7183,2021-07-17 07:13:08
DailyBulkApiBatches,15000,7114,2021-07-17 08:14:52
DailyBulkApiBatches,15000,7084,2021-07-17 09:14:06
DailyBulkApiBatches,15000,7035,2021-07-17 10:13:56
DailyBulkApiBatches,15000,6997,2021-07-17 11:13:30
DailyBulkApiBatches,15000,6966,2021-07-17 12:13:12
DailyBulkApiBatches,15000,6946,2021-07-17 13:11:24
DailyBulkApiBatches,15000,6880,2021-07-17 14:14:50
DailyBulkApiBatches,15000,6855,2021-07-17 15:13:48
DailyBulkApiBatches,15000,6807,2021-07-17 16:14:12
DailyBulkApiBatches,15000,6800,2021-07-17 17:13:50
DailyBulkApiBatches,15000,6753,2021-07-17 18:12:57
DailyBulkApiBatches,15000,6708,2021-07-17 19:13:33
DailyBulkApiBatches,15000,6692,2021-07-17 20:13:14
DailyBulkApiBatches,15000,6690,2021-07-17 21:13:02
DailyBulkApiBatches,15000,6709,2021-07-17 22:12:49
DailyBulkApiBatches,15000,6663,2021-07-17 23:13:56
DailyBulkApiBatches,15000,6644,2021-07-18 00:16:17
DailyBulkApiBatches,15000,6636,2021-07-18 01:13:46
DailyBulkApiBatches,15000,6630,2021-07-18 02:14:19
DailyBulkApiBatches,15000,6630,2021-07-18 03:14:22
DailyBulkApiBatches,15000,6655,2021-07-18 04:11:56
DailyBulkApiBatches,15000,6647,2021-07-18 05:13:18
DailyBulkApiBatches,15000,6631,2021-07-18 06:13:38
DailyBulkApiBatches,15000,6632,2021-07-18 07:13:26
DailyBulkApiBatches,15000,6621,2021-07-18 08:14:07
DailyBulkApiBatches,15000,6633,2021-07-18 09:13:51
DailyBulkApiBatches,15000,6632,2021-07-18 10:13:37
DailyBulkApiBatches,15000,6637,2021-07-18 11:13:18
DailyBulkApiBatches,15000,6637,2021-07-18 12:13:04
DailyBulkApiBatches,15000,6641,2021-07-18 13:11:45
DailyBulkApiBatches,15000,6610,2021-07-18 14:13:40
DailyBulkApiBatches,15000,6605,2021-07-18 15:12:56
DailyBulkApiBatches,15000,6586,2021-07-18 16:14:15
DailyBulkApiBatches,15000,6595,2021-07-18 17:11:43
DailyBulkApiBatches,15000,6573,2021-07-18 18:13:08
DailyBulkApiBatches,15000,6558,2021-07-18 19:13:44
DailyBulkApiBatches,15000,6495,2021-07-18 20:13:49
DailyBulkApiBatches,15000,6540,2021-07-18 21:12:19
DailyBulkApiBatches,15000,6524,2021-07-18 22:12:51
DailyBulkApiBatches,15000,6506,2021-07-18 23:13:21
DailyBulkApiBatches,15000,6488,2021-07-19 00:16:00
DailyBulkApiBatches,15000,6480,2021-07-19 01:13:57
DailyBulkApiBatches,15000,6466,2021-07-19 02:14:53
DailyBulkApiBatches,15000,6456,2021-07-19 03:14:00
DailyBulkApiBatches,15000,6443,2021-07-19 04:14:04
DailyBulkApiBatches,15000,6436,2021-07-19 05:13:24
DailyBulkApiBatches,15000,6422,2021-07-19 06:13:49
DailyBulkApiBatches,15000,6407,2021-07-19 07:13:34
DailyBulkApiBatches,15000,6394,2021-07-19 08:14:48
DailyBulkApiBatches,15000,6386,2021-07-19 09:14:07
DailyBulkApiBatches,15000,6374,2021-07-19 10:14:14
DailyBulkApiBatches,15000,6365,2021-07-19 11:13:16
DailyBulkApiBatches,15000,6358,2021-07-19 12:13:58
DailyBulkApiBatches,15000,6359,2021-07-19 13:13:57
DailyBulkApiBatches,15000,6364,2021-07-19 14:13:32
DailyBulkApiBatches,15000,6361,2021-07-19 15:13:59
DailyBulkApiBatches,15000,6362,2021-07-19 16:13:37
DailyBulkApiBatches,15000,6364,2021-07-19 17:13:14
DailyBulkApiBatches,15000,6377,2021-07-19 18:12:10
DailyBulkApiBatches,15000,6363,2021-07-19 19:14:00
DailyBulkApiBatches,15000,6365,2021-07-19 20:14:09
DailyBulkApiBatches,15000,6388,2021-07-19 21:14:07
DailyBulkApiBatches,15000,6387,2021-07-19 23:14:19
DailyBulkApiBatches,15000,6379,2021-07-20 00:16:32
DailyBulkApiBatches,15000,6382,2021-07-20 01:14:20
DailyBulkApiBatches,15000,6420,2021-07-20 02:13:46
DailyBulkApiBatches,15000,6455,2021-07-20 03:13:14
DailyBulkApiBatches,15000,6504,2021-07-20 04:13:27
DailyBulkApiBatches,15000,6533,2021-07-20 05:13:36
DailyBulkApiBatches,15000,6569,2021-07-20 06:14:28
DailyBulkApiBatches,15000,6609,2021-07-20 07:13:56
DailyBulkApiBatches,15000,6643,2021-07-20 08:14:32
DailyBulkApiBatches,15000,6689,2021-07-20 09:12:56
DailyBulkApiBatches,15000,6722,2021-07-20 10:12:50
DailyBulkApiBatches,15000,6772,2021-07-20 11:11:02
DailyBulkApiBatches,15000,6781,2021-07-20 12:14:15
DailyBulkApiBatches,15000,6847,2021-07-20 13:10:49
DailyBulkApiBatches,15000,6864,2021-07-20 14:12:32
DailyBulkApiBatches,15000,6898,2021-07-20 15:12:58
DailyBulkApiBatches,15000,6927,2021-07-20 16:14:01
DailyBulkApiBatches,15000,6987,2021-07-20 17:12:20
DailyBulkApiBatches,15000,7001,2021-07-20 18:13:17
DailyBulkApiBatches,15000,7037,2021-07-20 19:14:15
DailyBulkApiBatches,15000,7061,2021-07-20 20:13:19
DailyBulkApiBatches,15000,7085,2021-07-20 21:13:08
DailyBulkApiBatches,15000,7135,2021-07-20 22:11:32
DailyBulkApiBatches,15000,7150,2021-07-20 23:13:57
DailyBulkApiBatches,15000,7185,2021-07-21 00:15:05
DailyBulkApiBatches,15000,7206,2021-07-21 01:12:52
DailyBulkApiBatches,15000,7197,2021-07-21 02:14:04
DailyBulkApiBatches,15000,7192,2021-07-21 03:13:45
DailyBulkApiBatches,15000,7165,2021-07-21 04:13:21
DailyBulkApiBatches,15000,7114,2021-07-21 05:13:37
DailyBulkApiBatches,15000,7096,2021-07-21 06:11:03
DailyBulkApiBatches,15000,7020,2021-07-21 07:13:39
DailyBulkApiBatches,15000,6975,2021-07-21 08:13:35
DailyBulkApiBatches,15000,6928,2021-07-21 09:14:01
DailyBulkApiBatches,15000,6873,2021-07-21 10:14:20
DailyBulkApiBatches,15000,6833,2021-07-21 11:13:27
DailyBulkApiBatches,15000,6824,2021-07-21 12:12:55
DailyBulkApiBatches,15000,6760,2021-07-21 13:14:50
DailyBulkApiBatches,15000,6739,2021-07-21 14:13:25
DailyBulkApiBatches,15000,6697,2021-07-21 15:13:45
DailyBulkApiBatches,15000,6633,2021-07-21 16:13:48
DailyBulkApiBatches,15000,6587,2021-07-21 17:12:44
DailyBulkApiBatches,15000,6530,2021-07-21 18:13:31
DailyBulkApiBatches,15000,6484,2021-07-21 19:13:17
DailyBulkApiBatches,15000,6779,2021-07-21 20:13:03
DailyBulkApiBatches,15000,6726,2021-07-21 21:13:09
DailyBulkApiBatches,15000,8220,2021-07-21 22:13:10
DailyBulkApiBatches,15000,8165,2021-07-21 23:13:05
DailyBulkApiBatches,15000,8106,2021-07-22 00:15:23
DailyBulkApiBatches,15000,7737,2021-07-22 01:12:24
DailyBulkApiBatches,15000,8442,2021-07-22 02:14:07
DailyBulkApiBatches,15000,8414,2021-07-22 03:13:23
DailyBulkApiBatches,15000,8029,2021-07-22 04:13:50
DailyBulkApiBatches,15000,8032,2021-07-22 05:13:09
DailyBulkApiBatches,15000,8039,2021-07-22 06:12:29
DailyBulkApiBatches,15000,7674,2021-07-22 07:11:03
DailyBulkApiBatches,15000,7655,2021-07-22 08:13:29
DailyBulkApiBatches,15000,7656,2021-07-22 09:12:48
DailyBulkApiBatches,15000,7280,2021-07-22 10:11:49
DailyBulkApiBatches,15000,7257,2021-07-22 11:11:15
DailyBulkApiBatches,15000,7231,2021-07-22 12:13:51
DailyBulkApiBatches,15000,7256,2021-07-22 13:11:07
DailyBulkApiBatches,15000,7226,2021-07-22 14:14:05
DailyBulkApiBatches,15000,7244,2021-07-22 15:12:30
DailyBulkApiBatches,15000,7248,2021-07-22 16:11:48
DailyBulkApiBatches,15000,7251,2021-07-22 17:13:53
DailyBulkApiBatches,15000,7243,2021-07-22 18:13:07
DailyBulkApiBatches,15000,6849,2021-07-22 19:13:59
DailyBulkApiBatches,15000,6872,2021-07-22 20:11:57
DailyBulkApiBatches,15000,6480,2021-07-22 21:12:49
DailyBulkApiBatches,15000,6495,2021-07-22 22:11:10
DailyBulkApiBatches,15000,6474,2021-07-22 23:13:21
DailyBulkApiBatches,15000,6082,2021-07-23 00:14:59
DailyBulkApiBatches,15000,6094,2021-07-23 01:12:48
DailyBulkApiBatches,15000,6082,2021-07-23 02:14:13
DailyBulkApiBatches,15000,6082,2021-07-23 03:14:31
DailyBulkApiBatches,15000,6822,2021-07-23 04:14:01
DailyBulkApiBatches,15000,6428,2021-07-23 05:13:25
DailyBulkApiBatches,15000,6389,2021-07-23 06:13:20
DailyBulkApiBatches,15000,6340,2021-07-23 07:14:02
DailyBulkApiBatches,15000,6309,2021-07-23 08:13:50
DailyBulkApiBatches,15000,6337,2021-07-23 09:13:26
DailyBulkApiBatches,15000,6311,2021-07-23 10:12:19
DailyBulkApiBatches,15000,7050,2021-07-23 11:13:14
