limitname,max_value,remaining_value,eventdate
DailyBulkApiBatches,15000,8092,2021-07-23 12:12:56
DailyBulkApiBatches,15000,7665,2021-07-23 13:13:44
DailyBulkApiBatches,15000,7622,2021-07-23 14:13:54
DailyBulkApiBatches,15000,7601,2021-07-23 15:12:53
DailyBulkApiBatches,15000,7557,2021-07-23 16:14:14
DailyBulkApiBatches,15000,7139,2021-07-23 17:13:45
DailyBulkApiBatches,15000,7102,2021-07-23 18:13:26
DailyBulkApiBatches,15000,7065,2021-07-23 19:13:32
DailyBulkApiBatches,15000,6634,2021-07-23 20:14:08
DailyBulkApiBatches,15000,6619,2021-07-23 21:13:06
DailyBulkApiBatches,15000,6568,2021-07-23 22:13:26
DailyBulkApiBatches,15000,6537,2021-07-23 23:13:06
DailyBulkApiBatches,15000,6103,2021-07-24 00:15:20
DailyBulkApiBatches,15000,5690,2021-07-24 01:13:37
DailyBulkApiBatches,15000,5273,2021-07-24 02:13:12
DailyBulkApiBatches,15000,6054,2021-07-24 03:14:34
DailyBulkApiBatches,15000,6436,2021-07-24 04:14:13
DailyBulkApiBatches,15000,6397,2021-07-24 05:14:11
DailyBulkApiBatches,15000,6372,2021-07-24 06:13:23
DailyBulkApiBatches,15000,6713,2021-07-24 07:13:51
DailyBulkApiBatches,15000,7521,2021-07-24 08:13:26
DailyBulkApiBatches,15000,8022,2021-07-24 09:13:23
DailyBulkApiBatches,15000,7591,2021-07-24 10:13:18
DailyBulkApiBatches,15000,8367,2021-07-24 11:13:46
DailyBulkApiBatches,15000,9230,2021-07-24 12:14:07
DailyBulkApiBatches,15000,12346,2021-07-24 13:12:00
DailyBulkApiBatches,15000,12332,2021-07-24 14:12:54
DailyBulkApiBatches,15000,11872,2021-07-24 15:13:00
DailyBulkApiBatches,15000,11412,2021-07-24 16:13:19
DailyBulkApiBatches,15000,10960,2021-07-24 17:13:06
DailyBulkApiBatches,15000,10937,2021-07-24 18:12:08
DailyBulkApiBatches,15000,10472,2021-07-24 19:13:11
DailyBulkApiBatches,15000,10429,2021-07-24 20:13:25
DailyBulkApiBatches,15000,9978,2021-07-24 21:13:26
DailyBulkApiBatches,15000,9529,2021-07-24 22:12:44
DailyBulkApiBatches,15000,9063,2021-07-24 23:13:56
DailyBulkApiBatches,15000,8596,2021-07-25 00:14:56
DailyBulkApiBatches,15000,8591,2021-07-25 01:13:09
DailyBulkApiBatches,15000,8137,2021-07-25 02:13:23
DailyBulkApiBatches,15000,7678,2021-07-25 03:13:35
DailyBulkApiBatches,15000,7237,2021-07-25 04:12:11
DailyBulkApiBatches,15000,7245,2021-07-25 05:12:06
DailyBulkApiBatches,15000,6781,2021-07-25 06:11:54
DailyBulkApiBatches,15000,6314,2021-07-25 07:12:55
DailyBulkApiBatches,15000,5859,2021-07-25 08:12:47
DailyBulkApiBatches,15000,5798,2021-07-25 09:11:38
DailyBulkApiBatches,15000,5319,2021-07-25 10:13:13
DailyBulkApiBatches,15000,4864,2021-07-25 11:13:18
DailyBulkApiBatches,15000,4397,2021-07-25 12:14:05
DailyBulkApiBatches,15000,4384,2021-07-25 13:13:01
DailyBulkApiBatches,15000,4408,2021-07-25 14:12:48
DailyBulkApiBatches,15000,4389,2021-07-25 15:13:31
DailyApiRequests,135000,14760,2021-06-19 02:14:11
DailyApiRequests,135000,14666,2021-06-19 03:14:13
DailyApiRequests,135000,14942,2021-06-19 04:13:48
DailyApiRequests,135000,14953,2021-06-19 05:14:11
DailyApiRequests,135000,14984,2021-06-19 06:13:53
DailyApiRequests,135000,15020,2021-06-19 07:13:40
DailyApiRequests,135000,15051,2021-06-19 08:14:29
DailyApiRequests,135000,14990,2021-06-19 09:14:03
DailyApiRequests,135000,14937,2021-06-19 10:11:49
DailyApiRequests,135000,14769,2021-06-19 11:13:15
DailyApiRequests,135000,14739,2021-06-19 12:14:11
DailyApiRequests,135000,14465,2021-06-19 13:13:34
DailyApiRequests,135000,14337,2021-06-19 14:13:27
DailyApiRequests,135000,15488,2021-06-19 15:13:52
DailyApiRequests,135000,16228,2021-06-19 16:13:45
DailyApiRequests,135000,17589,2021-06-19 17:13:26
DailyApiRequests,135000,18977,2021-06-19 18:13:38
DailyApiRequests,135000,21872,2021-06-19 20:13:24
DailyApiRequests,135000,23530,2021-06-19 21:13:38
DailyApiRequests,135000,24669,2021-06-19 22:15:03
DailyApiRequests,135000,26121,2021-06-19 23:13:21
DailyApiRequests,135000,27082,2021-06-20 00:11:36
DailyApiRequests,135000,27191,2021-06-20 01:14:35
DailyApiRequests,135000,27604,2021-06-20 02:13:34
DailyApiRequests,135000,28078,2021-06-20 03:13:51
DailyApiRequests,135000,28451,2021-06-20 04:13:58
DailyApiRequests,135000,28767,2021-06-20 05:14:17
DailyApiRequests,135000,29105,2021-06-20 06:13:44
DailyApiRequests,135000,29600,2021-06-20 07:12:33
DailyApiRequests,135000,29883,2021-06-20 08:14:16
DailyApiRequests,135000,30311,2021-06-20 09:14:25
DailyApiRequests,135000,30717,2021-06-20 10:13:35
DailyApiRequests,135000,31145,2021-06-20 11:12:53
DailyApiRequests,135000,31971,2021-06-20 12:13:47
DailyApiRequests,135000,25887,2021-06-20 13:00:10
DailyApiRequests,135000,23732,2021-06-20 14:00:10
DailyApiRequests,135000,21746,2021-06-20 15:00:10
DailyApiRequests,135000,19583,2021-06-20 16:00:10
DailyApiRequests,135000,17662,2021-06-20 17:00:10
DailyApiRequests,135000,15487,2021-06-20 18:00:09
DailyApiRequests,135000,13743,2021-06-20 19:00:10
DailyApiRequests,135000,12666,2021-06-20 20:00:10
DailyApiRequests,135000,11562,2021-06-20 21:00:10
DailyApiRequests,135000,6141,2021-06-21 02:43:48
DailyApiRequests,135000,18914,2021-06-22 06:14:05
DailyApiRequests,135000,14559,2021-06-22 07:14:55
DailyApiRequests,135000,13771,2021-06-22 09:14:00
DailyApiRequests,135000,13616,2021-06-22 11:14:54
DailyApiRequests,135000,13570,2021-06-22 13:13:58
DailyApiRequests,135000,13579,2021-06-22 15:14:46
DailyApiRequests,135000,13593,2021-06-22 17:13:50
DailyApiRequests,135000,13105,2021-06-22 19:14:08
DailyApiRequests,135000,12925,2021-06-22 21:14:12
DailyApiRequests,135000,12747,2021-06-22 23:14:35
DailyApiRequests,135000,12884,2021-06-23 01:12:06
DailyApiRequests,135000,13180,2021-06-23 02:14:04
DailyApiRequests,135000,14130,2021-06-23 03:16:57
DailyApiRequests,135000,15086,2021-06-23 04:14:40
DailyApiRequests,135000,19509,2021-06-23 05:13:26
DailyApiRequests,135000,27465,2021-06-23 07:14:15
DailyApiRequests,135000,32092,2021-06-23 11:13:53
DailyApiRequests,135000,34230,2021-06-23 13:14:07
DailyApiRequests,135000,36527,2021-06-23 15:13:36
DailyApiRequests,135000,41495,2021-06-23 19:14:20
DailyApiRequests,135000,43796,2021-06-23 21:13:09
DailyApiRequests,135000,46095,2021-06-23 23:11:47
DailyApiRequests,135000,46936,2021-06-24 00:16:27
DailyApiRequests,135000,47645,2021-06-24 02:14:18
DailyApiRequests,135000,47667,2021-06-24 03:13:52
DailyApiRequests,135000,48121,2021-06-24 04:12:12
DailyApiRequests,135000,48056,2021-06-24 06:14:32
DailyApiRequests,135000,48063,2021-06-24 07:15:14
DailyApiRequests,135000,48094,2021-06-24 08:13:37
DailyApiRequests,135000,48116,2021-06-24 09:14:10
DailyApiRequests,135000,48118,2021-06-24 10:14:35
DailyApiRequests,135000,48398,2021-06-24 11:11:34
DailyApiRequests,135000,47403,2021-06-24 12:13:35
DailyApiRequests,135000,46248,2021-06-24 13:11:17
DailyApiRequests,135000,44499,2021-06-24 14:14:27
DailyApiRequests,135000,43256,2021-06-24 15:13:42
DailyApiRequests,135000,41763,2021-06-24 16:13:49
DailyApiRequests,135000,40537,2021-06-24 17:11:34
DailyApiRequests,135000,38956,2021-06-24 18:12:06
DailyApiRequests,135000,37416,2021-06-24 19:13:20
DailyApiRequests,135000,35990,2021-06-24 20:13:12
DailyApiRequests,135000,34498,2021-06-24 21:13:18
DailyApiRequests,135000,33107,2021-06-24 22:12:21
DailyApiRequests,135000,31457,2021-06-24 23:14:02
DailyApiRequests,135000,29920,2021-06-25 00:16:09
DailyApiRequests,135000,28553,2021-06-25 01:13:39
DailyApiRequests,135000,27112,2021-06-25 02:14:02
DailyApiRequests,135000,25349,2021-06-25 03:13:55
DailyApiRequests,135000,11362,2021-06-20 22:00:10
DailyApiRequests,135000,11162,2021-06-20 23:00:10
DailyApiRequests,135000,9162,2021-06-21 00:00:10
DailyApiRequests,135000,8562,2021-06-21 01:00:10
DailyApiRequests,135000,7966,2021-06-21 04:13:35
DailyApiRequests,135000,8050,2021-06-21 06:14:00
DailyApiRequests,135000,8204,2021-06-21 07:13:59
DailyApiRequests,135000,8211,2021-06-21 08:14:37
DailyApiRequests,135000,8312,2021-06-21 09:14:08
DailyApiRequests,135000,8350,2021-06-21 10:14:36
DailyApiRequests,135000,8860,2021-06-21 12:14:05
DailyApiRequests,135000,9970,2021-06-21 13:14:33
DailyApiRequests,135000,11887,2021-06-21 15:14:15
DailyApiRequests,135000,13740,2021-06-21 17:14:12
DailyApiRequests,135000,14715,2021-06-21 18:14:05
DailyApiRequests,135000,16863,2021-06-21 20:11:37
DailyApiRequests,135000,18639,2021-06-21 22:14:04
DailyApiRequests,135000,19744,2021-06-21 23:13:05
DailyApiRequests,135000,20597,2021-06-22 00:16:20
DailyApiRequests,135000,21741,2021-06-22 01:14:06
DailyApiRequests,135000,23198,2021-06-22 03:13:46
DailyApiRequests,135000,71401,2021-06-13 16:13:44
DailyApiRequests,135000,70696,2021-06-13 17:13:33
DailyApiRequests,135000,70135,2021-06-13 18:11:16
DailyApiRequests,135000,69368,2021-06-13 19:11:55
DailyApiRequests,135000,68518,2021-06-13 20:13:44
DailyApiRequests,135000,67297,2021-06-13 21:12:04
DailyApiRequests,135000,66309,2021-06-13 22:13:47
DailyApiRequests,135000,65566,2021-06-13 23:13:20
DailyApiRequests,135000,65015,2021-06-14 00:11:41
DailyApiRequests,135000,64086,2021-06-14 01:14:37
DailyApiRequests,135000,63256,2021-06-14 02:13:28
DailyApiRequests,135000,61356,2021-06-14 03:11:20
DailyApiRequests,135000,58830,2021-06-14 04:14:34
DailyApiRequests,135000,56579,2021-06-14 05:14:24
DailyApiRequests,135000,54316,2021-06-14 06:14:13
DailyApiRequests,135000,52077,2021-06-14 07:13:51
DailyApiRequests,135000,49817,2021-06-14 08:14:32
DailyApiRequests,135000,47590,2021-06-14 09:14:22
DailyApiRequests,135000,45380,2021-06-14 10:14:35
DailyApiRequests,135000,43159,2021-06-14 11:13:55
DailyApiRequests,135000,41424,2021-06-14 12:14:19
DailyApiRequests,135000,39647,2021-06-14 13:11:06
DailyApiRequests,135000,37437,2021-06-14 14:14:13
DailyApiRequests,135000,35362,2021-06-14 15:14:14
DailyApiRequests,135000,33935,2021-06-14 16:14:46
DailyApiRequests,135000,32035,2021-06-14 17:13:33
DailyApiRequests,135000,29985,2021-06-14 18:13:53
DailyApiRequests,135000,27883,2021-06-14 19:13:30
DailyApiRequests,135000,25948,2021-06-14 20:14:02
DailyApiRequests,135000,24458,2021-06-14 21:13:54
DailyApiRequests,135000,22973,2021-06-14 22:13:25
DailyApiRequests,135000,21674,2021-06-14 23:12:14
DailyApiRequests,135000,19924,2021-06-15 00:16:39
DailyApiRequests,135000,18744,2021-06-15 01:12:25
DailyApiRequests,135000,18556,2021-06-15 02:13:31
DailyApiRequests,135000,17993,2021-06-15 03:13:46
DailyApiRequests,135000,17273,2021-06-15 04:13:21
DailyApiRequests,135000,16646,2021-06-15 05:13:21
DailyApiRequests,135000,16244,2021-06-15 06:14:13
DailyApiRequests,135000,15917,2021-06-15 07:14:55
DailyApiRequests,135000,15586,2021-06-15 08:12:30
DailyApiRequests,135000,14350,2021-06-15 09:13:33
DailyApiRequests,135000,13098,2021-06-15 10:14:28
DailyApiRequests,135000,11978,2021-06-15 11:14:02
DailyApiRequests,135000,10488,2021-06-15 12:13:36
DailyApiRequests,135000,9055,2021-06-15 13:14:01
DailyApiRequests,135000,7801,2021-06-15 14:14:49
DailyApiRequests,135000,5820,2021-06-15 15:14:05
DailyApiRequests,135000,4502,2021-06-15 16:14:37
DailyApiRequests,135000,3355,2021-06-15 17:13:36
DailyApiRequests,135000,3161,2021-06-15 18:13:13
DailyApiRequests,135000,3567,2021-06-15 19:13:33
DailyApiRequests,135000,3558,2021-06-15 20:12:57
DailyApiRequests,135000,3447,2021-06-15 21:13:39
DailyApiRequests,135000,3367,2021-06-15 22:14:06
DailyApiRequests,135000,3339,2021-06-15 23:14:28
DailyApiRequests,135000,3273,2021-06-16 00:16:18
DailyApiRequests,135000,3016,2021-06-16 01:13:46
DailyApiRequests,135000,14363,2021-06-16 02:14:52
DailyApiRequests,135000,25424,2021-06-16 03:13:48
DailyApiRequests,135000,373,2021-06-16 05:13:46
DailyApiRequests,135000,79,2021-06-16 06:14:09
DailyApiRequests,135000,1654,2021-06-16 07:11:37
DailyApiRequests,135000,2408,2021-06-16 08:11:19
DailyApiRequests,135000,666,2021-06-16 09:14:25
DailyApiRequests,135000,43793,2021-06-16 10:14:37
DailyApiRequests,135000,11847,2021-06-16 11:13:16
DailyApiRequests,135000,1125,2021-06-16 12:13:39
DailyApiRequests,135000,1569,2021-06-16 13:13:00
DailyApiRequests,135000,1757,2021-06-16 16:13:50
DailyApiRequests,135000,311,2021-06-16 18:13:32
DailyApiRequests,135000,1323,2021-06-16 20:11:45
DailyApiRequests,135000,171,2021-06-16 21:14:19
DailyApiRequests,135000,125,2021-06-16 23:13:42
DailyApiRequests,135000,994,2021-06-17 00:11:49
DailyApiRequests,135000,14958,2021-06-17 02:14:02
DailyApiRequests,135000,13733,2021-06-17 03:13:28
DailyApiRequests,135000,8270,2021-06-17 04:12:10
DailyApiRequests,135000,6244,2021-06-17 05:13:29
DailyApiRequests,135000,4069,2021-06-17 07:11:47
DailyApiRequests,135000,4693,2021-06-17 09:11:25
DailyApiRequests,135000,41903,2021-06-17 10:13:13
DailyApiRequests,135000,75340,2021-06-17 11:13:02
DailyApiRequests,135000,74106,2021-06-17 12:13:04
DailyApiRequests,135000,66715,2021-06-17 13:13:26
DailyApiRequests,135000,59203,2021-06-17 14:13:30
DailyApiRequests,135000,51616,2021-06-17 15:14:04
DailyApiRequests,135000,50067,2021-06-17 16:13:49
DailyApiRequests,135000,42620,2021-06-17 17:13:04
DailyApiRequests,135000,39803,2021-06-17 18:14:14
DailyApiRequests,135000,32342,2021-06-17 19:13:28
DailyApiRequests,135000,24859,2021-06-17 20:13:04
DailyApiRequests,135000,17310,2021-06-17 21:13:22
DailyApiRequests,135000,9847,2021-06-17 22:13:09
DailyApiRequests,135000,7614,2021-06-17 23:12:45
DailyApiRequests,135000,394,2021-06-18 00:12:04
DailyApiRequests,135000,14027,2021-06-18 02:13:15
DailyApiRequests,135000,23552,2021-06-18 03:13:44
DailyApiRequests,135000,25538,2021-06-18 04:14:43
DailyApiRequests,135000,20328,2021-06-18 05:13:57
DailyApiRequests,135000,16092,2021-06-18 06:13:33
DailyApiRequests,135000,10867,2021-06-18 07:13:52
DailyApiRequests,135000,5650,2021-06-18 08:14:49
DailyApiRequests,135000,6650,2021-06-18 09:12:57
DailyApiRequests,135000,8772,2021-06-18 10:13:33
DailyApiRequests,135000,11334,2021-06-18 11:13:16
DailyApiRequests,135000,13586,2021-06-18 12:12:13
DailyApiRequests,135000,15721,2021-06-18 13:14:21
DailyApiRequests,135000,18075,2021-06-18 14:14:23
DailyApiRequests,135000,20568,2021-06-18 15:14:15
DailyApiRequests,135000,23435,2021-06-18 16:12:13
DailyApiRequests,135000,18011,2021-06-18 17:14:36
DailyApiRequests,135000,20513,2021-06-18 18:12:17
DailyApiRequests,135000,15187,2021-06-18 19:13:02
DailyApiRequests,135000,17339,2021-06-18 20:14:01
DailyApiRequests,135000,19657,2021-06-18 21:13:45
DailyApiRequests,135000,21944,2021-06-18 22:12:54
DailyApiRequests,135000,23996,2021-06-18 23:14:07
DailyApiRequests,135000,20891,2021-06-19 00:15:26
DailyApiRequests,135000,15805,2021-06-19 01:13:09
DailyApiRequests,135000,23131,2021-06-22 04:14:55
DailyApiRequests,135000,29927,2021-06-23 09:13:21
DailyApiRequests,135000,38794,2021-06-23 17:13:27
DailyApiRequests,135000,23656,2021-06-25 04:14:34
DailyApiRequests,135000,22172,2021-06-25 05:14:11
DailyApiRequests,135000,20728,2021-06-25 06:14:43
DailyApiRequests,135000,19296,2021-06-25 07:13:45
DailyApiRequests,135000,18002,2021-06-25 08:12:14
DailyApiRequests,135000,15344,2021-06-25 09:13:41
DailyApiRequests,135000,13811,2021-06-25 10:14:11
DailyApiRequests,135000,18021,2021-06-25 11:13:49
DailyApiRequests,135000,17899,2021-06-25 12:13:46
DailyApiRequests,135000,17834,2021-06-25 13:14:00
DailyApiRequests,135000,17936,2021-06-25 14:12:13
DailyApiRequests,135000,17740,2021-06-25 15:13:56
DailyApiRequests,135000,17795,2021-06-25 16:14:09
DailyApiRequests,135000,17889,2021-06-25 17:13:36
DailyApiRequests,135000,17901,2021-06-25 18:14:39
DailyApiRequests,135000,17963,2021-06-25 19:13:06
DailyApiRequests,135000,17958,2021-06-25 20:13:05
DailyApiRequests,135000,17939,2021-06-25 21:14:33
DailyApiRequests,135000,12765,2021-06-25 22:14:12
DailyApiRequests,135000,12873,2021-06-25 23:12:35
DailyApiRequests,135000,12590,2021-06-26 00:16:24
DailyApiRequests,135000,12894,2021-06-26 01:12:00
DailyApiRequests,135000,12642,2021-06-26 02:14:01
DailyApiRequests,135000,12786,2021-06-26 03:14:07
DailyApiRequests,135000,12884,2021-06-26 04:13:07
DailyApiRequests,135000,13081,2021-06-26 05:11:19
DailyApiRequests,135000,23067,2021-06-26 06:14:25
DailyApiRequests,135000,23066,2021-06-26 07:15:02
DailyApiRequests,135000,23675,2021-06-26 08:13:53
DailyApiRequests,135000,35664,2021-06-26 09:14:39
DailyApiRequests,135000,41325,2021-06-26 10:12:10
DailyApiRequests,135000,56831,2021-06-26 11:13:07
DailyApiRequests,135000,72459,2021-06-26 12:14:14
DailyApiRequests,135000,93352,2021-06-26 13:13:27
DailyApiRequests,135000,88127,2021-06-26 14:14:26
DailyApiRequests,135000,87943,2021-06-26 15:13:52
DailyApiRequests,135000,82617,2021-06-26 16:13:28
DailyApiRequests,135000,82659,2021-06-26 17:13:05
DailyApiRequests,135000,91297,2021-06-26 18:14:25
DailyApiRequests,135000,84822,2021-06-26 19:13:09
DailyApiRequests,135000,77889,2021-06-26 20:12:56
DailyApiRequests,135000,70941,2021-06-26 21:11:51
DailyApiRequests,135000,63745,2021-06-26 22:12:58
DailyApiRequests,135000,56826,2021-06-26 23:14:14
DailyApiRequests,135000,67181,2021-06-27 00:15:34
DailyApiRequests,135000,60594,2021-06-27 01:14:18
DailyApiRequests,135000,54016,2021-06-27 02:13:30
DailyApiRequests,135000,47261,2021-06-27 03:13:47
DailyApiRequests,135000,40736,2021-06-27 04:13:44
DailyApiRequests,135000,33960,2021-06-27 05:13:48
DailyApiRequests,135000,27011,2021-06-27 06:13:54
DailyApiRequests,135000,20631,2021-06-27 07:11:47
DailyApiRequests,135000,13590,2021-06-27 08:13:34
DailyApiRequests,135000,11076,2021-06-27 09:12:07
DailyApiRequests,135000,4154,2021-06-27 10:13:27
DailyApiRequests,135000,4298,2021-06-27 13:13:14
DailyApiRequests,135000,6349,2021-06-27 14:13:12
DailyApiRequests,135000,8793,2021-06-27 15:13:58
DailyApiRequests,135000,11382,2021-06-27 16:13:42
DailyApiRequests,135000,15391,2021-06-27 17:13:13
DailyApiRequests,135000,19478,2021-06-27 18:14:10
DailyApiRequests,135000,23833,2021-06-27 19:13:56
DailyApiRequests,135000,28195,2021-06-27 20:13:26
DailyApiRequests,135000,32536,2021-06-27 21:13:36
DailyApiRequests,135000,30045,2021-06-27 22:11:45
DailyApiRequests,135000,33829,2021-06-27 23:13:36
DailyApiRequests,135000,37481,2021-06-28 00:15:24
DailyApiRequests,135000,41176,2021-06-28 01:14:02
DailyApiRequests,135000,44860,2021-06-28 02:14:21
DailyApiRequests,135000,48513,2021-06-28 03:14:26
DailyApiRequests,135000,52179,2021-06-28 04:14:03
DailyApiRequests,135000,55941,2021-06-28 05:13:31
DailyApiRequests,135000,59532,2021-06-28 06:14:52
DailyApiRequests,135000,63239,2021-06-28 07:13:27
DailyApiRequests,135000,66910,2021-06-28 08:15:25
DailyApiRequests,135000,70668,2021-06-28 09:14:15
DailyApiRequests,135000,73635,2021-06-28 10:13:31
DailyApiRequests,135000,70788,2021-06-28 11:11:25
DailyApiRequests,135000,67609,2021-06-28 12:13:39
DailyApiRequests,135000,67706,2021-06-28 13:14:12
DailyApiRequests,135000,67828,2021-06-28 14:14:17
DailyApiRequests,135000,67501,2021-06-28 15:13:24
DailyApiRequests,135000,66964,2021-06-28 16:15:42
DailyApiRequests,135000,66359,2021-06-28 17:14:13
DailyApiRequests,135000,65905,2021-06-28 18:13:27
DailyApiRequests,135000,65400,2021-06-28 19:14:14
DailyApiRequests,135000,64862,2021-06-28 20:14:36
DailyApiRequests,135000,64402,2021-06-28 21:13:51
DailyApiRequests,135000,64010,2021-06-28 22:14:01
DailyApiRequests,135000,64105,2021-06-28 23:11:15
DailyApiRequests,135000,63610,2021-06-29 00:16:43
DailyApiRequests,135000,62625,2021-06-29 01:14:37
DailyApiRequests,135000,61524,2021-06-29 02:14:27
DailyApiRequests,135000,60302,2021-06-29 03:14:30
DailyApiRequests,135000,59444,2021-06-29 04:11:14
DailyApiRequests,135000,58035,2021-06-29 05:14:32
DailyApiRequests,135000,56862,2021-06-29 06:14:30
DailyApiRequests,135000,55630,2021-06-29 07:13:38
DailyApiRequests,135000,54388,2021-06-29 08:13:44
DailyApiRequests,135000,53297,2021-06-29 09:13:17
DailyApiRequests,135000,52083,2021-06-29 10:13:44
DailyApiRequests,135000,50957,2021-06-29 11:14:25
DailyApiRequests,135000,49774,2021-06-29 12:14:47
DailyApiRequests,135000,48765,2021-06-29 13:13:10
DailyApiRequests,135000,47595,2021-06-29 14:13:15
DailyApiRequests,135000,46270,2021-06-29 15:15:30
DailyApiRequests,135000,45327,2021-06-29 16:14:36
DailyApiRequests,135000,44236,2021-06-29 17:13:59
DailyApiRequests,135000,43140,2021-06-29 18:14:13
DailyApiRequests,135000,42160,2021-06-29 19:13:34
DailyApiRequests,135000,40998,2021-06-29 20:14:12
DailyApiRequests,135000,39932,2021-06-29 21:14:21
DailyApiRequests,135000,38855,2021-06-29 22:13:22
DailyApiRequests,135000,37647,2021-06-29 23:13:56
DailyApiRequests,135000,37393,2021-06-30 00:14:51
DailyApiRequests,135000,37346,2021-06-30 01:14:15
DailyApiRequests,135000,37442,2021-06-30 03:13:59
DailyApiRequests,135000,37544,2021-06-30 04:13:29
DailyApiRequests,135000,37556,2021-06-30 05:13:48
DailyApiRequests,135000,37659,2021-06-30 06:14:40
DailyApiRequests,135000,37759,2021-06-30 07:13:33
DailyApiRequests,135000,37813,2021-06-30 08:13:40
DailyApiRequests,135000,37824,2021-06-30 09:13:43
DailyApiRequests,135000,37633,2021-06-30 10:14:27
DailyApiRequests,135000,37661,2021-06-30 11:13:45
DailyApiRequests,135000,37617,2021-06-30 12:13:56
DailyApiRequests,135000,37721,2021-06-30 13:14:00
DailyApiRequests,135000,37853,2021-06-30 15:14:13
DailyApiRequests,135000,37878,2021-06-30 16:13:19
DailyApiRequests,135000,38023,2021-06-30 17:12:21
DailyApiRequests,135000,37925,2021-06-30 18:12:47
DailyApiRequests,135000,37745,2021-06-30 19:15:00
DailyApiRequests,135000,37700,2021-06-30 20:12:42
DailyApiRequests,135000,37545,2021-06-30 21:13:55
DailyApiRequests,135000,37609,2021-06-30 22:12:33
DailyApiRequests,135000,37559,2021-06-30 23:14:14
DailyApiRequests,135000,37582,2021-07-01 00:13:09
DailyApiRequests,135000,37039,2021-07-01 01:14:13
DailyApiRequests,135000,36316,2021-07-01 02:14:04
DailyApiRequests,135000,35677,2021-07-01 03:13:34
DailyApiRequests,135000,34857,2021-07-01 04:14:36
DailyApiRequests,135000,34231,2021-07-01 05:13:22
DailyApiRequests,135000,33503,2021-07-01 06:13:54
DailyApiRequests,135000,32842,2021-07-01 07:12:10
DailyApiRequests,135000,32046,2021-07-01 08:12:13
DailyApiRequests,135000,31092,2021-07-01 09:14:04
DailyApiRequests,135000,30382,2021-07-01 10:13:51
DailyApiRequests,135000,29609,2021-07-01 11:13:25
DailyApiRequests,135000,28868,2021-07-01 12:14:09
DailyApiRequests,135000,28236,2021-07-01 13:13:15
DailyApiRequests,135000,27725,2021-07-01 14:12:00
DailyApiRequests,135000,26877,2021-07-01 15:13:30
DailyApiRequests,135000,25947,2021-07-01 16:14:26
DailyApiRequests,135000,25290,2021-07-01 17:12:47
DailyApiRequests,135000,24554,2021-07-01 18:13:49
DailyApiRequests,135000,23989,2021-07-01 19:12:50
DailyApiRequests,135000,23186,2021-07-01 20:14:26
DailyApiRequests,135000,22589,2021-07-01 21:12:13
DailyApiRequests,135000,21725,2021-07-01 22:14:11
DailyApiRequests,135000,21154,2021-07-01 23:12:11
DailyApiRequests,135000,20511,2021-07-02 00:15:34
DailyApiRequests,135000,20657,2021-07-02 01:13:11
DailyApiRequests,135000,20652,2021-07-02 02:13:34
DailyApiRequests,135000,20683,2021-07-02 03:13:37
DailyApiRequests,135000,20680,2021-07-02 04:15:06
DailyApiRequests,135000,20796,2021-07-02 05:14:21
DailyApiRequests,135000,20800,2021-07-02 06:14:43
DailyApiRequests,135000,20866,2021-07-02 07:14:28
DailyApiRequests,135000,21014,2021-07-02 08:14:43
DailyApiRequests,135000,21143,2021-07-02 09:13:47
DailyApiRequests,135000,21051,2021-07-02 10:13:45
DailyApiRequests,135000,20940,2021-07-02 11:14:04
DailyApiRequests,135000,20940,2021-07-02 12:13:17
DailyApiRequests,135000,20941,2021-07-02 13:13:32
DailyApiRequests,135000,20946,2021-07-02 14:13:32
DailyApiRequests,135000,20885,2021-07-02 15:13:22
DailyApiRequests,135000,20925,2021-07-02 16:14:16
DailyApiRequests,135000,20863,2021-07-02 17:13:06
DailyApiRequests,135000,20997,2021-07-02 18:11:48
DailyApiRequests,135000,20981,2021-07-02 19:13:08
DailyApiRequests,135000,21046,2021-07-02 20:13:55
DailyApiRequests,135000,21178,2021-07-02 21:12:08
DailyApiRequests,135000,20907,2021-07-02 22:13:15
DailyApiRequests,135000,20084,2021-07-02 23:12:52
DailyApiRequests,135000,18942,2021-07-03 00:16:30
DailyApiRequests,135000,18390,2021-07-03 01:13:13
DailyApiRequests,135000,17555,2021-07-03 02:13:36
DailyApiRequests,135000,17001,2021-07-03 03:12:14
DailyApiRequests,135000,16140,2021-07-03 04:13:55
DailyApiRequests,135000,15344,2021-07-03 05:14:41
DailyApiRequests,135000,14730,2021-07-03 06:14:02
DailyApiRequests,135000,13822,2021-07-03 07:14:15
DailyApiRequests,135000,12680,2021-07-03 08:14:32
DailyApiRequests,135000,11846,2021-07-03 09:14:33
DailyApiRequests,135000,11280,2021-07-03 10:14:33
DailyApiRequests,135000,10575,2021-07-03 11:13:25
DailyApiRequests,135000,9739,2021-07-03 12:11:54
DailyApiRequests,135000,8747,2021-07-03 13:14:16
DailyApiRequests,135000,7707,2021-07-03 14:13:22
DailyApiRequests,135000,7136,2021-07-03 15:12:58
DailyApiRequests,135000,6477,2021-07-03 16:12:09
DailyApiRequests,135000,5706,2021-07-03 17:13:01
DailyApiRequests,135000,4951,2021-07-03 18:13:35
DailyApiRequests,135000,3850,2021-07-03 19:13:43
DailyApiRequests,135000,3588,2021-07-03 20:13:15
DailyApiRequests,135000,3436,2021-07-03 21:13:19
